MovieId,description,title,content,url
tt5918982,so it’s films actors afford campaigns deserve recognition? ricci wrote instagram,Christina Ricci Criticizes Oscars for ‘Elitist’ Investigation Into Andrea Riseborough’s Best Actress Nom,"Christina Ricci is abuzz with the Academy of Motion Picture Arts and Sciences revisiting Oscar campaigns following “To Leslie” star Andrea Riseborough’s surprise Best Actress nomination.
“Yellowjack… [+2541 chars]",https://www.indiewire.com/2023/01/andrea-riseborough-oscars-investigation-elitist-christina-ricci-1234804995/
tt5918982,get freak brandon cronenbergs strikingly original sci-fi satire infinity pool starring alexander skarsgård mia goth,Infinity Pool review: a deep dive into depravity,"In the opening five minutes of Brandon Cronenberg’s new movie Infinity Pool, you think you know what you’re getting. A gorgeous couple (Alexander Skarsgård and Cleopatra Coleman) wake up in their ove… [+6268 chars]",https://www.digitaltrends.com/movies/infinity-pool-review/
tt5918982,todays xkcd: mouseover title: if anatomical structure named person means person pierre paul broca special area brain created powerful magnetic fields enabling century fmri rese…,Named anatomy,"« previous post | 
Today's xkcd:
Mouseover title: ""If an anatomical structure is named for a person, it means they were the only person to have it. Pierre Paul Broca had a special area of his brain… [+1296 chars]",https://languagelog.ldc.upenn.edu/nll/?p=57826
tt5918982,eonthere’s feeling quite delicious anticipation seeing film that’s divided audiences never better chance make mark,Infinity Pool’s Ultimate Cursed Image: Alex Skarsgard Sucking Mia Goth’s [REDACTED],"Theres no feeling quite as delicious as the anticipation of seeing a film thats divided audiences. Never is there a better chance to make your mark, to be a freethinker by deciding exactly where you … [+7146 chars]",https://www.thedailybeast.com/obsessed/infinity-pool-why-alex-skarsgard-sucks-mia-goths-redacted?source=articles&via=rss
tt5918982,it’s little perfect infinity pool written directed brandon cronenberg makes debut topic “nepo babies” (those given unfair professional advantage family connections) feverishly trending topic it’s wholly unr…,Infinity Pool review: Alexander Skarsgård and Mia Goth go off the deep end,"Its a little perfect that Infinity Pool, written and directed by Brandon Cronenberg,makes its debut just as the topic of nepo babies (those given unfair professional advantage through family connecti… [+4367 chars]",https://www.avclub.com/a-review-of-alexander-skarsgards-new-thriller-infinity-1849996587
tt5918982,jg ballard meets ben wheatley brandon cronenberg’s latest bit surprise since two already met: latter’s dystopian satire high-rise (literal) shades nicolas winding refn healthy smattering …,Sundance Review: Brandon Cronenberg’s ‘Infinity Pool’ Gets Under The Skin,"JG Ballard meets Ben Wheatley in Brandon Cronenberg’s latest. Which is a bit of a surprise, since the two have already met: in 2015, in the latter’s dystopian satire High-Rise. There are (literal) sh… [+4494 chars]",https://deadline.com/2023/01/sundance-review-brandon-cronenbergs-infinity-pool-1235237199/
tt5918982,brandon cronenberg returns infinity pool boundary-pushing film callous nature consequence-free entertainment,‘Infinity Pool’ is a Visual Feast That Ultimately Runs Shallow,"By Rob Hunter · Published on January 28th, 2023 
This article is part of our 2023 Sundance Film Festival coverage. Follow along as we check out the films and filmmakers appearing at the first fest o… [+5629 chars]",https://filmschoolrejects.com/infinity-pool-review/
tt5918982,"horror director brandon cronenberg tells us secrets vacation nightmare infinity pool
whew discuss writer/director brandon cronenbergs latest feature infinity pool? film premiered midnight section sundance stars al…",Brandon Cronenberg Tells Us How He Horrified Sundance with 'Infinity Pool',"Horror director Brandon Cronenberg tells us secrets of his vacation nightmare, Infinity Pool.
Whew. How to discuss writer/director Brandon Cronenberg's latest feature Infinity Pool? The film, which … [+14158 chars]",https://nofilmschool.com/brandon-cronenberg-infinity-pool-nfs
tt5918982,sundance film festival: brandon cronenberg continues following father david’s footsteps violent eye-opener extreme hedonismduring darkest days pandemic universal hankering escape grimness unendi…,Infinity Pool review – a holiday turns hellish in full-on thriller,"During the darkest days of the pandemic, there was a universal hankering for escape, from the grimness of the unendingly awful news and also from our homes, another country suddenly seeming more like… [+3676 chars]",https://www.theguardian.com/film/2023/jan/25/infinity-pool-review-sundance-film-festival
tt5918982,heres new look brandon cronenbergs possessor follow-up,Mia Goth and Alexander Skarsgård appear in grisly new posters for Brandon Cronenberg's Infinity Pool,"Brandon Cronenberg's new horror Infinity Pool has got a series of chilling new character posters. Released on NEON’s official Twitter account (opens in new tab), these feature close-ups of cast membe… [+1360 chars]",https://www.gamesradar.com/infinity-pool-posters-mia-goth-alexander-skarsgard/
tt5918982,theres anything indie to leslie money one campaign insider told indiewire celebs gwyneth paltrow kate winslet suddenly backing it?,What the Hell Is Going on with Andrea Riseborough’s Celebrity-Backed Oscar Campaign?,"In the Six Degrees of Separation between Gwyneth Paltrow and Andrea Riseborough, the dotted line isn’t so clear. So what the hell is going on with the Best Actress Oscar campaign for Riseborough’s in… [+4269 chars]",https://www.indiewire.com/2023/01/andrea-riseborough-to-leslie-oscar-campaign-explained-1234800784/
tt5918982,uma ilha deserta paradisíaca repleta de mistérios e perigos se você é fã de filmes de terror já deve ter visto essa premissa um milhão de vezes mas isso não significa que ela não possa ser reinventada e utilizada de maneiras novas e bem criativas é que …,Infinity Pool é o novo filme de terror +18 com Mia Goth; conheça,"Uma ilha deserta paradisíaca repleta de mistérios e perigos. Se você é fã de filmes de terror, já deve ter visto essa premissa um milhão de vezes. Mas isso não significa que ela não possa ser reinven… [+3856 chars]",https://www.tecmundo.com.br/minha-serie/259866-infinity-pool-novo-filme-terror-18-mia-goth-conheca.htm
tt5918982,buttolph collection menus new york public library continues inspire new generation researchers chefs restaurant fans,Getting Lost in the World’s Largest Stack of Menus,"After a lunch of mulligatawny soup and roast mutton on a wintry New Years Day in 1900, Miss Frank E. Buttolph struck upon a novel idea. I stopped in the Columbia Restaurant for lunch and thought it m… [+13905 chars]",https://tastecooking.com/getting-lost-in-the-worlds-largest-stack-of-menus/
tt5918982,what original possessor menu order? imagined new york citys hungry denizens enjoying unfamiliar dishes like pigs knuckle jelly calfs head brain sauce might find wondering frostfish looking …,"The New York Public Library's collection over 40,000 menus",MetaFilter is a weblog that anyone can contribute a link or a comment to. A typical weblog is one person posting their thoughts on the unique things they find on the web. This website exists to break… [+120 chars],https://www.metafilter.com/197986/The-New-York-Public-Librarys-collection-over-40000-menus
tt5918982,brandon cronenbergs possessor follow-up premiered sundance cut thats version see theaters,Infinity Pool director reveals why they had to tone down the grotesque horror for cinemas,"Brandon Cronenberg's new horror Infinity Pool, starring Mia Goth and Alexander Skarsgård, premiered at Sundance 2023, and first reactions described the film as ""perverse"", ""violent"", ""White Lotus for… [+2116 chars]",https://www.gamesradar.com/infinity-pool-director-brandon-cronenberg-rated-r/
tt5918982,"course gizmodo wants read review infinity pool — latest brandon cronenberg (antiviral possessor)
the post infinity pool astonishing outrageously icky triumph appeared first gizmodo australia

  related stories
<ul>…","Infinity Pool Is an Astonishing, Outrageously Icky Triumph","Of course Gizmodo wants you to read this review, but Infinity Poolthe latest from Brandon Cronenberg(Antiviral,Possessor) is one of those movies you shouldnt know too much about before you watch it. … [+3026 chars]",https://www.gizmodo.com.au/2023/01/infinity-pool-is-an-astonishing-outrageously-icky-triumph/
tt5918982,"photo illustration luis g rendon/the daily beast/neon/getty
brandon cronenbergs worlds squelchy gooey special effects terrifying societal constructs tend stick long endhis first feature antiviral introd…","How ‘Infinity Pool’ Director Brandon Cronenberg Made His Hedonistic, NSFW Mindf*ck","Brandon Cronenberg's worlds, with their squelchy, gooey special effects and terrifying societal constructs, tend to stick with you long after they end.
His first feature, 2012s Antiviral, introduces… [+6280 chars]",https://www.thedailybeast.com/obsessed/how-infinity-pool-director-brandon-cronenberg-made-his-hedonistic-nsfw-movie
tt5918982,grady hendrixs tale siblings come together deaths parents sell house fully embraces elements readers come love hendrixs storytelling,"'How to Sell a Haunted House' is campy and tense, dark but also deep","Grady Hendrix's work occupies a unique interstitial space between emotional storytelling, unnerving, gory horror, and a dash of comedy. His latest, How to Sell a Haunted House, fully embraces all the… [+4420 chars]",https://www.npr.org/2023/01/20/1150240753/grady-hendrix-how-to-sell-a-haunted-house-is-campy-and-tense-dark-but-also-deep
tt5918982,"brandon cronenbergs wild third film drops alexander skarsgard mia goth full-tilt madness
sundance review: infinity pool sends road hedonistic excess (in good way)
clint worthingto",Sundance Review: Infinity Pool Sends You Down a Road of Hedonistic Excess (In a Good Way),"This review is part of our coverage of the 2023 Sundance Film Festival.
The Pitch: More than just a chip off the old block, Brandon Cronenberg (son of David) has quickly carved out a bloody, putrid … [+2807 chars]",https://consequence.net/2023/01/infinity-pool-review-alexander-skarsgard/
tt5918982,course wants read review infinity pool—the latest brandon cronenberg (antiviral possessor)—is one movies shouldn’t know much watch spoilers want go totally blind yo…,"Infinity Pool Is an Astonishing, Outrageously Icky Triumph","Of course io9 wants you to read this review, but Infinity Poolthe latest from Brandon Cronenberg(Antiviral, Possessor)is one of those movies you shouldnt know too much about before you watch it. No s… [+2870 chars]",https://gizmodo.com/infinity-pool-horror-movie-review-cronenberg-mia-goth-1850032455
tt5918982,cronenberg gets increasingly surreal takes bigger bigger swings obviously excited potential premise,Infinity Pool,"It almost feels like ticket buyers should have to prove that they’ve seen Brandon Cronenberg’s “Possessor” before being allowed admittance to his newest film, “Infinity Pool.” That way they know what… [+3963 chars]",https://www.rogerebert.com/reviews/infinity-pool-movie-review-2023
tt5918982,independent nonprofit news organization propublica january released report showing remains native americans reside collections six hundred institutions across united states ten institutions ho…,"Remains of More Than 110,000 Native Americans Reported Held by US Institutions","Independent nonprofit news organization ProPublica on January 11 released a report showing that the remains of more than 110,00 Native Americans reside in the collections of more than six hundred ins… [+1880 chars]",https://www.artforum.com/news/remains-of-more-than-110-000-native-americans-reported-held-by-us-institutions-89976
tt5918982,got chance catch brandon cronenberg’s upcoming film infinity pool sundance week holy shit! making insane body horror films must embedded cronenberg family dna liked brandon cronenberg’s last movie possessor n…,Sundance Review: Brandon Cronenberg's INFINITY POOL Is an Insanely Twisted Movie That Aims to Shock Audiences,"I got a chance to catch Brandon Cronenbergs upcoming film,Infinity Pool, at Sundance this week, and holy shit! Making insane body horror films just must be embedded in the Cronenberg family DNA. I li… [+3454 chars]",https://geektyrant.com/news/sundance-review-brandon-cronenbergs-infinity-pool-is-an-insanely-twisted-movie-that-aims-to-shock-audiences
tt5918982,comments,The Art of Money Getting or Golden Rules for Making Money by P. T. Barnum (1880),"The Project Gutenberg EBook of The Art of Money Getting, by P. T. Barnum
This eBook is for the use of anyone anywhere at no cost and with
almost no restrictions whatsoever. You may copy it, give it… [+96740 chars]",https://www.gutenberg.org/files/8581/8581-h/8581-h.htm
tt5918982,mid-january unique time year film festival awards circuit,A New Year Means A New Sundance Film Festival Line-Up,"The Egyptian Theater: one of the many venues that hosts the annual Sundance Film Festival in Park ... [+] City, Utah
Courtesy of Sundance Film Institute
Mid-January is a unique time for the film fe… [+11638 chars]",https://www.forbes.com/sites/scottphillips/2023/01/17/a-new-year-means-a-new-sundance-film-festival-line-up/
tt5918982,brandon cronenberg‘s (antiviral possessor) new movie infinity pool headed way month today neon shared four brand new character posters film infinity pool will release theaters on january with mia goth (pearl) starri…,‘Infinity Pool’ Character Posters Spotlight Mia Goth and Alexander Skarsgård,"Brandon Cronenbergs (Antiviral, Possessor) new movie Infinity Pool is headed our way this month, and today NEON has shared four brand new character posters for the film.
Infinity Pool will release i… [+982 chars]",https://bloody-disgusting.com/movie/3747572/infinity-pool-character-posters-spotlight-mia-goth-and-alexander-skarsgard/
tt5918982,brandon cronenberg‘s (antiviral possessor) new movie infinity pool theaters today exclusive featurette with mia goth (pearl) talks joining dream project neon film “while staying isolated island reso…,‘Infinity Pool’ Featurette Spotlights Mia Goth and the Fleshy Horror of Brandon Cronenberg! [Exclusive],"Julius Avery, the director of 2018s Overlord, is heading back into the horror genre with The Popes Exorcist, and Bloody Disgusting has learned that Ralph Ineson (The Witch, The Green Knight) has join… [+1822 chars]",https://bloody-disgusting.com/?p=3748888
tt5918982,captain marvel hero new cosplay stars dark reflection moonstone took carols identity dark avengers,Captain Marvel Cosplay Brings Back Carol's Dark Avengers Replacement,"As Captain Marvel, Carol Danvers is one of Marvel's most iconic heroes, but that status comes with pretenders - such as the Dark Avengersmember who stole her identity. The villain Moonstone is as pow… [+2747 chars]",https://screenrant.com/captain-marvel-moonstone-dark-avengers-cosplay/
tt5918982,brandon cronenberg‘s (antiviral possessor) new movie infinity pool coming soon neon topic studios bloody disgusting debuting exclusive clip today infinity pool will release theaters on january with mia goth (pearl) s…,‘Infinity Pool’ Exclusive Clip – Alexander Skarsgård Watches His Own Execution,"Indie filmmaker Onur Tukel (Summer of Blood, Applesauce, Catfight) has a lot to say in his latest, Poundcake, a horror satire that mixes slasher with political discourse.
Fans of Tukel know that his… [+2796 chars]",https://bloody-disgusting.com/exclusives/3747384/infinity-pool-exclusive-clip-alexander-skarsgard-watches-his-own-execution/
tt5918982,jane fonda lily tomlin rita moreno sally field star lighthearted comedy film centered impossible void steering victory process,"Tom Brady, Cheating Trump Fanatic, Ruins ‘80 for Brady’","This week, Tom Brady, an NFL quarterback of some note, announced for the second time that he would be retiring from professional football. I’ll believe it when I see it, because about a year ago I wr… [+13213 chars]",https://www.rollingstone.com/tv-movies/tv-movie-reviews/tom-brady-cheating-trump-fanatic-ruin-80-for-brady-1234672558/
tt5918982,"wednesday night scotiabank theatre on richmond st toronto filled stars fans swedish-actor alexander skarsgård made appearance premiere infinity pool
skarsgård alongside co-stars john ralston amanda brugel direc…",Alexander Skarsgard arrives in Toronto for the most anticipated movie of the season,"Wednesday night at the Scotiabank Theatre on Richmond St. in Toronto was filled with stars and fans as Swedish-actor Alexander Skarsgård made an appearance for the premiere of Infinity Pool.
Skarsgå… [+3228 chars]",https://www.blogto.com/film/2023/01/alexander-skarsgard-infinity-pool/
tt5918982,world streaming services in-theater selections vast vulture picks movies television shows check weekend — including rian johnson’s ‘poker face’ ‘infinity pool’,The 6 Best New Movies and TV Shows to Watch This Weekend,"Alexander Skarsgård, Natasha Lyonne, Harrison Ford, and Eddie Murphy, oh my! Its quite refreshing that the recommendations this week have such a stacked lineup of actors (and crews behind the camera)… [+3471 chars]",http://www.vulture.com/2023/01/what-to-watch-this-weekend-best-movies-and-tv-january-27-29.html
tt5918982,mia goth alexander skarsgård director brandon cronenbergs infinity pool mixing identity crisis body horror exclusive resort,Review: Brandon Cronenberg's weird and wonderful 'Infinity Pool' is a unique ride,"Infinity pools are built as optical illusions where water seemingly has no boundary, slipping into nothingness, bleeding into the horizon. There could be no better title for Brandon Cronenbergs lates… [+4138 chars]",https://www.latimes.com/entertainment-arts/movies/story/2023-01-25/review-infinity-pool-brandon-cronenberg-mia-goth-alexander-skarsgard-horror
tt5918982,originally projected open low range universal pictures’ sci-fi horror overperformed opening impressive making best opening original horror film since jordan peele’s nope it’s also best opening a…,‘M3GAN’ Dances Into a Whopping $30.2M Box Office Opening,"Brandon Cronenbergs (Antiviral, Possessor) new movie Infinity Pool is on the way this month from NEON and Topic Studios, and a trippy new piece of poster art has arrived today.
Infinity Pool will re… [+1320 chars]",https://bloody-disgusting.com/movie/3746134/m3gan-dances-into-a-whopping-30-2m-box-office-opening/
tt5918982,"grande expoente cinema de terror é neta da atriz maria gladys
the post quem é mia goth talentosa estrela de pearl com dna brasileiro appeared first jovem nerd","Quem é Mia Goth, a talentosa estrela de Pearl com DNA brasileiro","Se você gosta de filmes de terror, é possível que já tenha assistido algum título protagonizado por Mia Goth. Estrela da dobradinha X- A Marca da Morte e Pearl, a atriz vem se consolidando como um gr… [+7157 chars]",https://jovemnerd.com.br/nerdbunker/quem-e-mia-goth-atriz-brasileira-pearl/
tt5918982,rising challenge equaling batshit wildness prior possessor brandon cronenberg writhes around psychosexual body-horror violation mutation mutilation hysteria infinity pool film extreme reasonable re…,'INFINITY POOL': X-Rated Romp Disturbing Sundance...,"‘Infinity Pool’ Is a Nearly X-Rated, Disturbing Romp That Has Sundance Clutching Its PearlsRising to the challenge of equaling the batshit wildness of his prior Possessor, Brandon Cronenberg writhes … [+7222 chars]",https://www.thedailybeast.com/obsessed/infinity-pool-sundance-review-x-rated-disturbing-masterpiece?source=articles&amp;via=rss
tt5918982,premiere infinity pool it’s time started appreciating brandon cronenberg artist simply david cronenberg’s so,Infinity Pool: Brandon Cronenberg Isn’t Following In His Father’s Footsteps,"Editor's Note: The following article includes minor spoilers for the film Infinity Pool.
When Brandon Cronenberg first burst onto the scene with his studiously creepy debut Antiviral, it was an arri… [+9740 chars]",https://collider.com/infinity-pool-brandon-cronenberg/
tt5918982,infinity pool best horror-satire americans (and brits one austrian) abroad since hostel hype surrounding movie focuses depravity display brandon cronenberg’s follow-up possessor fair: squibs …,"Infinity Pool fills the screen with blood, sex, and scathing satire","Infinity Pool is the best horror-satire about Americans (and Brits, and one Austrian) abroad since Hostel. The hype surrounding the movie focuses on the depravity on display in Brandon Cronenbergs fo… [+311 chars]",https://biztoc.com/x/a105275fb77a1dfb
tt5918982,lord rings boromirs plan using one ring take sauron never going work bad idea?,Why Boromir's LOTR One Ring Plan Was A Terrible Idea,"In Lord of the Rings, Boromir's proposal of using one ring against Sauron was a bad idea for various reasons. At the beginning of Lord of The Rings: The Fellowship of the Ring, the ring is brought fo… [+4562 chars]",https://screenrant.com/boromir-lord-of-the-rings-sauron-plan-bad-why/
tt5918982,one year ago british actor mia goth dozen credits name mostly supporting roles films like luca guadagnino’s somewhat misguided remake suspiria autumn de wilde’s charming adaptation jane austen’s emma flash forward months …,Mia Goth: MaXXXine ‘Is the Best Script’ of Ti West’s A24 Horror Trilogy,"Goth adds that on one hand, shes not really surprised by the way that the horror community has embraced the previous two films, X and Pearl, because she had a good feeling about them from the start. … [+1533 chars]",https://www.denofgeek.com/movies/mia-goth-maxxxine-best-script-ti-west-horror-trilogy/
tt5918982,brandon cronenberg’s new body horror film ‘infinity pool’ starring mia goth alexander skarsgard surreal nightmare monstrous tourists abroad,The Numbing Spectacle of Infinity Pool,"Infinity Pool takes place in the made-up country of Li Tolqa, which is poor and religiously conservative and home to a string of luxury resorts whose customers are neither. Played onscreen by parts o… [+5258 chars]",http://www.vulture.com/article/infinity-pool-review-a-numbing-spectacle.html
tt5918982,films keep closest eye,Sundance 2023: What We're Watching,"For the first time in three years, the Sundance Film Festival is welcoming in-person moviegoers to Park City, Utah. The 10-day celebration of independent cinema kicks off on January 19, hopefully her… [+6631 chars]",https://www.vanityfair.com/hollywood/2023/01/sundance-2023-what-were-watching
tt5918982,"infinity pool premiered sundance film festival brandon cronenberg established a
the post genre directors whose fathers also genre directors appeared first gizmodo australia
  related stories
…",10 Genre Directors Whose Fathers Are Also Genre Directors,"With Infinity Pool, which just premiered at the 2023 Sundance Film Festival, Brandon Cronenberg has further established himself as a genre filmmaker to watch. Of course, no matter how successful he b… [+4999 chars]",https://www.gizmodo.com.au/2023/01/10-genre-directors-whose-fathers-are-also-genre-directors/
tt5918982,brandon cronenberg continues follow fathers body-horror footsteps ow tale cloning murder tourism conclude?,Infinity Pool Ending Explained (In Detail),"Warning! This Article Contains Spoilers for Infinity Pool. How does Infinity Pool's body-horror tale of cloning and murder tourism end? Infinity Pool is the third feature film by Brandon Cronenberg, … [+6342 chars]",https://screenrant.com/infinity-pool-ending-explained/
tt5918982,chandler police responded reports gunshots area arizona avenue fairview street around,Chandler man arrested for role in shooting death of homeless woman,"Chandler resident James Taylor was arrested late Friday night and charged with first-degree murder after admitting to shooting and killing a 30-year-old woman in the alley behind his house, according… [+1978 chars]",https://www.azcentral.com/story/news/local/chandler-breaking/2023/01/24/chandler-man-arrested-for-role-in-shooting-death-of-homeless-woman/69834482007/
tt5918982,phoenix police officers arrested xavier rodriguez home jan responding calls injured animal,Phoenix police arrest owner of pit bull found living in garbage,"Police arrested the owner of a pit bull that was found living in layers of feces, garbage and urine with no food or water on the back patio of the home near 43rd Avenue and Camelback Road, according … [+1880 chars]",https://www.azcentral.com/story/news/local/phoenix-breaking/2023/02/01/phoenix-police-arrest-owner-of-pit-bull-found-living-in-trash-feces/69862737007/
tt5918982,yet thirty years old mia goth already collaborated several world-renowned filmmakers willingness follow demented muses girlish appearance strikes shocking contrast atrocity exhibitions gravitates to…,"‘Infinity Pool’: Mia Goth & Brandon Cronenberg Talk About Their “Unhinged” New Film, The Material Magic Of Practical Effects & More [Interview]","Not yet thirty years old, Mia Goth has already collaborated with several world-renowned filmmakers for her willingness to follow their most demented muses. Her girlish appearance strikes a shocking c… [+7432 chars]",https://theplaylist.net/infinity-pool-mia-goth-brandon-cronenberg-talk-about-their-unhinged-new-film-the-material-magic-of-practical-effects-more-interview-20230126/
tt5918982,actors critically acclaimed performance leslie went radar recent campaign famous friends,Andrea Riseborough's Best Actress Oscar nomination was a major surprise – here's how it happened,"Andrea Riseborough came through as the stand-out surprise during this year's Oscar nomination announcements after she received a nod in the Best Actress category for her performance in To Leslie.
So… [+3268 chars]",https://www.gamesradar.com/andrea-riseborough-oscar-best-actress-campaign-explained-to-leslie/
tt5918982,brandon cronenbergs infinity pool faint heart like genre films rough right alley post infinity pool (sundance) review appeared first joblo,Infinity Pool (Sundance) Review,"Brandon Cronenberg’s Infinity Pool isn’t for the faint of heart, but if you like your genre films rough, this is right up your alley. 
PLOT: A tourist (Alexander Skarsgard) visiting an unstable, tot… [+3930 chars]",https://www.joblo.com/infinity-pool-sundance-review/
tt5918982,won’t first last person observe infinity pool pretty much white lotus thick dollops gore hallucinatory visions orgiastic sleaze queasy cloning state-sanctioned psychosis sounds like thing dive right in…,‘Infinity Pool’ Review: Alexander Skarsgard Gets a Taste of Blood-Drenched Hedonism in Brandon Cronenberg’s Vacation in Hell,"I wont be the first or last person to observe that Infinity Pool is pretty much The White Lotus with thick dollops of gore, hallucinatory visions, orgiastic sleaze, queasy cloning and state-sanctione… [+346 chars]",https://biztoc.com/x/f3474f94d17a0d25
tt5918982,mia goth secret weapon auteurs ever since preternatural debut lars von trier’s “nymphomaniac” since scene-stealer films luca guadagnino “suspiria”) claire denis “high life”) autumn de…,"‘Pearl Changed Me’: Mia Goth on the ‘Wild,’ Trilogy-Ending ‘MaXXXine’ and How ‘Infinity Pool’ Will Challenge Viewers","Mia Goth has been a secret weapon of auteurs ever since her preternatural debut in Lars von Triers Nymphomaniac at 18. Since then, she has been a scene-stealer in films by Luca Guadagnino (2018s Susp… [+294 chars]",https://biztoc.com/x/08c66f593491abc0
tt5918982,learn brandon cronenberg plans even gorier infinity pool release science-fiction horror filmmaker brandon cronenberg back latest movie infinity pool making waves industry son body-horror director david cronenbe…,Brandon Cronenberg Has Plans For An Even Gorier Infinity Pool Release,"Learn MoreBrandon Cronenberg Has Plans For An Even Gorier Infinity Pool ReleaseScience-fiction and horror filmmaker Brandon Cronenberg is back with his latest movie ""Infinity Pool"" making waves in th… [+337 chars]",https://biztoc.com/x/0b5cbcc9c5c08cca
tt5918982,amanda seyfried reteaming chole director atom egoyan seven veils opera-themed drama begin shooting toronto next week mank dropout star play jeanine earnest theatre director tasked remounting forme…,Amanda Seyfried Reteaming With ‘Chloe’ Director Atom Egoyan in ‘Seven Veils’,"Amanda Seyfried is reteaming with her Chole director Atom Egoyan on Seven Veils, an opera-themed drama that will begin shooting in Toronto next week.The Mank and The Dropout star will play Jeanine, a… [+314 chars]",https://biztoc.com/x/de9c9c84ac43bad8
