MovieId,UserReviews,Sentiment
tt7923220,"""Inheritance"" is a direct to video mystery with a mostly unknown cast except for an almost unrecognizable Simon Pegg. 31yo Lily Collins looks much younger, like she's from one of those kids shows on Disney or Nickelodeon. She's really out of place as big city DA ""Lauren Monroe"", so that's a casting fail, which is a problem since she's the lead. That and other plausibility problems take you out of important moments and make this a so-so storytelling when it could've and should've been worth an 8 or 9 rating. The whole production is analogous to doodoo covered with white icing - it looks good enough to eat but heaven help you if you do! For instance, the whole initial premise that her father barely if at all really briefed her on the terrible responsibility of her inheritance just because someone might be listening in is ludicrous. Fine, you can forgive that one maybe since it launches the story but it's followed by too many subsequent implausibilities you'd have to look past to really enjoy the story itself. It's a shame, because the story concept is decent but poorly executed.",neutral
tt7923220,"The youngest ever District Attorney in the US is around 35, Marilyn Mosby, Baltimore, the actress cast as a DA here is 30, but she looks about 19, maybe even younger. If you're under 30 or teenager this maybe fine, but as someone old enough to be her Father, I'm afraid this stretches my ability to suspend my disbelief & with very poor reviews, I'm out within minutes.",negative
tt7923220,"Everything just feels so constructed. It is like the three year old who wrote this script constantly said ""I don't care about reality, I want to have it like that"". Maybe he even held his breath until everybody else said ""okay, okay, it makes no sense but we do it like you want us to"". People behave like no real human would ever behave. The dialogues are awful and illogical. The motivations of the characters in this movie are so unbelievable, it really pains to watch them doing one stupid and illogical thing after the other. And the end made it not even better, it made it worse. Because it made the actions during this movie even more stupid and unnecessary.",negative
tt7923220,Inheritance (2020) is a very basic thriller plot painfully stretched over almost 2 hours handled by the most dimwitted slasher-movie-meat characters you will ever see. Maybe it was even a slasher film repurposed as a thriller at some point.,negative
tt7923220,"Nice performances by the lovely Lily Collins and the versatile Simon Pegg were overshadowed by the initial absurdity of the plot at the beginning...a man kept prisoner in an underground bunker for 30 years...aside from Pegg's good health from this unbelievable ordeal, the fact that Collins, a district attorney, played along with her discovery, rather than calling the cops, beggers belief.",positive
tt7923220,"We love Simon Pegg, but this was a bad role choice, and, sorry Lily, but you were not cast well either. Lily is supposedly the DA for Manhattan, yet there is no evidence of her ability for deductive reasoning or keeping her cool in the face of a challenge. No ability to be objective and question things accordingly. She is weak, overly emotional and can't make an intelligent decision to save her life. So...DA for Manhattan? Yeah, right. Oh, and why keep that guy alive? And why hand over such a deep dark secret with no information? Why make it a mystery if she's supposed to carry on the secrecy? If the truth is to ""stay buried"" then why keep the evidence alive and then not give her the information she would need to manage through it? And why when you are left with such a dark secret would you not WAIT FOR THE DAMNED EVIDENCE YOU ASKED YOUR COP FRIEND FOR BEFORE LETTING THE GUY GO?! Whatever. It's a terrible script that makes no sense. Don't bother. Sorry Simon. Sorry Lily.",neutral
tt7923220,It is predictable. But. I understand Lauren's motivations for her actions. She spends her life and energy to prove her dad wrong. All just to get some inkling of approval. So I'm not sure why people say there are all these plot holes. Simons character was being punished a fate worse than death. When Lauren finds out about the evil her dad has committed. She does what she feels is needed to right a wrong. In this day and age. It seems like people are always looking to tear movies apart. At least this one had an ending. Lauren was trying to stay true to her on self-imposes convictions. Wanting to believe she had achieved what she had on her own. It's a story someone wrote. Not me or people watching the movie. Honestly. Plot holes no. A hard to believe story. Yes. But. That is why I watch movies. To be entertained and to escape life for a couple of hours. Maybe people are just too jaded in this day and age. Who knows. I think it's worth a look. You could do way worse.,negative
tt7923220,"Lauren Elizabeth Monroe (Lily Collins ) is a hard-nosed City DA going after Wall Street cheats, many of which are associates of her father (Patrick Warburton). Her brother William (Chace Crawford) is running for congress and has union payoff issues for endorsement allegations. When her father passes away, Lauren inherits Simon Pegg chained up in a hidden bomb shelter. At this point, leave you mind at the door and enjoy the interaction and secrets he reveals as Lauren debates his release. The production ends up with a couple of twists that one would expect from a hack writer that ruined everything. It wasn't clever and has been done in too many films. SPOILER: Luke I am your. . .",negative
tt7923220,"I did enjoy this film to a degree, I like a mystery-thriller and the mystery in this one unravels well, it delivers a satisfyingly slow-burning and eerie tension throughout, but there's a couple of issues and they're pretty big ones:",positive
tt7923220,"I actually enjoyed this movie for the most part even though the idea that someone had spent 30 years in the hole is pretty far fetched but it was the two main actors, Lilly and Simon that carried this film to a watchable event. Sure, it's not one of the best thrillers I have seen but it's better than most of the new thriller movies I have seen lately on Demand. Only five stars for the film but 8 stars for the two actors.:-)",positive
tt7923220,"Inheritance while initially intriguing, turns out to be uninspired, unevoking and underwritten.",neutral
tt7923220,"Not a flawless film, but for a B-grade film that Matthew Kennedy wrote the story and screenplay - his first ever, it was quite impressive for an amateur writer. There were some minor plot and technical issues, but the 111 min runtime with its on point pacing, held my interest and kept me in suspense. The directing and score were decent, and cinematography was great. All cast performed excellent, especially Pegg, but I felt Lily Collins wasn't the right casting choice; her performance was excellent, and although she's 31 years old, right from the start of the film, her young teenage look wasn't convincing for a fierce D.A. Nevertheless, an enjoyable drama/thriller I'd recommend, especially considering the slim-pickings of films available during the Corona virus. It's a well deserved 8/10 from me.",positive
tt7923220,"This movie is just shy of being a spoof. The ""evil"" character at the center of it is positioned as if he's like Robert De Niro's character in Cape Fear or something... but really, after the story unfolds in its entirety, it turns out he's just some rotten guy who did a terrible thing 30 years ago. *Whomp whomp.* Okay, yes, there's a ""twist"" in the final scene, too, but you can see it a mile away and it, too, lacks any kind of ""OH MY GOSH"" factor.",negative
tt7923220,The premise is illogical.. Why would Lauren's father bequeath her the man in the dungeon without informing her that he is pure evil and must never be released?.. I have to dismiss the entire movie when the premise is illogical...,negative
tt7923220,Lauren who is the main character she's also a da she they made her for being a lawyer making decisions stupidly so for example before making a huge decision you would have figured she would have waited until she got all the information but she didn't until it was too late that's what I mean by lazy the writers just took the easy way out instead of really having to figure out away that wouldn't be true to reality,negative
tt7923220,"I'll just jump right into it. There's too many plot holes. The premise is that the father dies and leaves behind in his inheritance this bloke who's been held captive for 30 years by him. The story is basically trying to find out who he is, why he is there etc",neutral
tt7923220,"I had high hopes that once in a blue moon Netflix showed again something watchable but nope, another absolutely unbelievable b movie with a horrible unsympathetic lead actress. I mean why would anyone not go to the cops when finding a man chained up in a bunker? And she still wants him to be chained up after showing proof. And his role is unbelievable too. I mean why not just grab her gun and get away? Really? Script is laughable and only the lead actor plays a decent role.",negative
tt7923220,"The only disappointing thing about Inheritance is the ratings it gets on IMDb. To me it's seriously underrated, but then again I'm used to it. It's not the first time that I completely disagree with the ratings, in fact there are a lot of movies with this score that I find very entertaining whilst other very highly rated movies are rather boring to watch. Inheritance has an interesting story, the suspense is building up during the entire movie, with good acting from Simon Pegg and Lily Collins, as well as the rest of the cast. It's one of those mystery movies you keep guessing what happened, one that you know there is something odd about it but you stay eager to find out. So no I really don't get what people don't like about this movie. Sometimes you can see a movie is going to suck after just watching a couple minutes, the amateurism just oozes from the beginning, but with Inheritance I immediatly had the opposite reaction after a couple minutes, you can clearly see the cinematography was going to be good, and a good story and acting made it just slightly more entertaining than a just normal 'good' movie. You can't really go wrong with this movie if you like mystery thrillers.",neutral
tt7923220,"If only this film had at least as good story as Simon Pegg performance was,now really his acting saved this film from being even bigger disaster and to me he stole every scene that he was in,Lilly Collins in other hand was way to unconvincing as our character,i mean she give solid performance but her character lacked depth and personality,story was also all over the place and mixture of funny moments and dramatic situations wasnt very good,ending and plot twists were also very uneffective and it felt like they wanted to shock viewers with every means neceserey,but they failed in end,cause they tried way to hard for this kind of film,Inheritance was a film worthy of watch just because of Pegg performance,rest of film was rather unorginized and off",positive
tt7923220,"I'm so confused as why the father would leave a vague message to his D.A. Daughter with zero details.
The whole story is just bad. I'm mad at myself for trying to find logic in this mess.",negative
tt7628504,1 for the nudity n 1 for the locations. That's it.,neutral
tt7628504,"Horrible dialogue, lousy acting, amateurish direction, meat cleaver editing....this trainwreck has it all back. There is not a single second of this garbage worth watching. I'd like my rental fee and my time back.",negative
tt7628504,"The twist in this movie is so stupid. Actually the whole movie is stupid! Guy loses his job and goes hitchhiking on his own for no actual reason then he comes upon a random cottage in which 2 women live. He asks for his flask to be filled with water then he has dinner then the woman starts acting crazy, she says she isn't crazy but we know she is because she was crazy in Wrong Turn 5 too. Anyway she chains up the guy in her basement and then has sex with him apparently it's for revenge because some random men raped her sister and the twist is that she's a psychiatric patient and the guy who went hitchhiking for no reason is her doctor and she has been imagining it all.. And then she has these thoughts while she's being transferred in an ambulance to the asylum I assume.. But with the help of the thoughts and an injection nearby she manages to subdue the 2 men in the ambulance and escapes and then it finishes.. And that is the whole movie. I don't even know why they made it and released it like it's good lol.",negative
tt7628504,"There are so many disturbing things about this film. Not only did Megan seems to turn into a female version of Chucky with better fashion sense, the acting for almost all cast was way below par. It was painful to watch. In fact, there were only two good thing about this movie is Allison Williams and Bruce. Curious who hired the casting director because that persons decision making skills should be reevaluated. Like who casted Ronny Chieng as David? Mr. Chieng should follow a new career path. I found myself wanting Megan to kill him so I didn't have to watch him attempt to act. I give this movie two thumbs down but Allison Williams two thumbs up.",negative
tt7628504,"I just watched this movie, and I will not spoil this movie for you, but I will be reviewing this on my YouTube Channel (CEDtalks Entertainment) in the coming days.",neutral
tt7628504,"Worth watching and I would watch again. The actors did very well, not one I would consider a weak link. The movie invokes emotion and captures you immediately for ride. I like the element of surprise and it wasn't predictable. The modern day touch mixed with real time dialect was nice, wasn't a cheesy corny moment. Hoping for a sequel with an updated software and more Megan's released at once to see the different variations.",neutral
tt7628504,I expected this movie to bring some joy into my life but instead it brought nothing but tears and disappointment. The anount of dissatisfaction this movie has given me is so unforgiving that I must give this move a distasteful review due to bad plot and a bad storyline. If I wanted to watch transformers I would of watched that instead. But no instead I end up watching a obsessive doll try to become mommy to a little ungrateful b*tch. I give this movie a -10/10 this movie is worse than my childhood. I believe that this movie could of been a lot better if the director wasn't influenced by transformers.,negative
tt10886166,I honestly don't know who thought that this movie would be a good idea. It is a complete train wreck for multiple reasons.,neutral
tt10886166,"I do not even know where to start. Look, this is nothing but straight up porn. The plot is ridiculous, the chemistry between the two leads is nonexistent, and the acting is even worse. Trust me when I say, you will watch this in fast forward. It is that horrible!",negative
tt10886166,"A mobster has a woman he's never met kidnapped and when she awakens from the drug given to knock her out, he informs her that she'll be living as his prisoner for 365 days. If after this period she hasn't fallen in love with him, he says he'll let her go. And, this weird rape fantasy ends up proving that in the end that the woman DOES want to be dominated, abused and forced to be a sex slave because the man is so sexy hot.",negative
tt10886166,"There is no plot to speak of, the dialogue is disjointed, the storyline is disjointed, and the ending is a joke... but don't kid yourself that you're watching for any of these things.",negative
tt10886166,"This was probably the worst movie I've ever seen.
The dialogues between the main characters are unbelievably cringy and the plot literally doesn't make any sense. Don't watch this movie unless you wanna waste 2 hours of your life just to give this movie a (probably) 1 star rating too.",negative
tt10886166,"This hardly qualifies as a film. It's basically porn with some random cringey lines and scenes stringed together. The actors can hardly even be called that and the direction is below amateur. The film essentially romanticizes kidnapping and rape too, and for that it should be ashamed. This is truly the bottom of the barrel for 2020.",negative
tt10886166,Such a rip off from fifty shades of grey. The plot and character development is all over the place. Some things didn't make any sense at all. The ending was horrible. Where's my 2 hours gone?,negative
tt10886166,"Wow just wow,im in shock how bad this film was in every possible way in movie making industry,this is actually big insult to every person that ever did a movie before or is just planning to make one,everything is horrible here,acting was one of worsest that i ever saw,lines and dialogue were horrible from beginning till end,story was awful in a hideous ways,and movies entire premise and message is so disgusting and wrong that i think that director of this film should pay some punishment for making this abomination,seriously screw this film in hell were it belongs with every other crap that was realesed this year,dont watch this film or you will hate yourself if you do",negative
tt10886166,"Girl's boyfriend wears cargo short pants on her birthday. If that is not a red flag, I do not know what it is.",neutral
tt10886166,"Never seen such horrible movie in my entire life. The concept, acting, scenes, basically everything is wrong in this movie.",negative
tt10886166,"This movie is porn for Karens who think they're too good to watch actual porn, so they watch this ridiculous rape-fantasy garbage instead (another example being 50 Shades of Grey). Of course, filmmaking wise, it's an insult to everyone's intelligence and has some of the worst production I've ever seen. I can't believe Netflix is paying money to stream this. I've seen pornos that are legitimately better films.",neutral
