tt7923220,admit premise inheritance quite unlike movie seen (or heard about) date kept interested see things would wrapped end however end credits started rolling find satisfied others stated movie quite lot holes plot nobody know bomb shelter before? heroines father leave proper instructions inheritance? questions come end movie answer unmentioned fate heroines brother simply disappears story performers pretty good job despite weaknesses material entire production looks okay despite limited budget ive seen worse netflix admit think one acquisition look run really good movies watch
tt7923220,like simon pegg lily collins ridiculous premise
tt7923220,lost count many actions main characters could taken avoid mayhem
tt7923220,probably one crazy plots see
tt7923220,inheritance direct video mystery mostly unknown cast except almost unrecognizable simon pegg lily collins looks much younger like one kids shows disney nickelodeon really place big city da lauren monroe thats casting fail problem since lead plausibility problems take important moments make so-so storytelling couldve worth rating whole production analogous doodoo covered white icing - looks good enough eat heaven help do! instance whole initial premise father barely really briefed terrible responsibility inheritance someone might listening ludicrous fine forgive one maybe since launches story followed many subsequent implausibilities look past really enjoy story shame story concept decent poorly executed
tt7923220,youngest ever district attorney us around marilyn mosby baltimore actress cast da looks maybe even younger teenager maybe fine someone old enough father im afraid stretches ability suspend disbelief & poor reviews im within minutes
tt7923220,everything feels constructed like three year old wrote script constantly said i care reality want like that maybe even held breath everybody else said okay okay makes sense like want us to people behave like real human would ever behave dialogues awful illogical motivations characters movie unbelievable really pains watch one stupid illogical thing end made even better made worse made actions movie even stupid unnecessary
tt7923220,inheritance basic thriller plot painfully stretched almost hours handled dimwitted slasher-movie-meat characters ever see maybe even slasher film repurposed thriller point
tt7923220,ice performances lovely lily collins versatile simon pegg overshadowed initial absurdity plot beginninga man kept prisoner underground bunker yearsaside peggs good health unbelievable ordeal fact collins district attorney played along discovery rather calling cops beggers belief
tt7923220,love simon pegg bad role choice sorry lily cast well either lily supposedly da manhattan yet evidence ability deductive reasoning keeping cool face challenge ability objective question things accordingly weak overly emotional cant make intelligent decision save life soda manhattan? yeah right oh keep guy alive? hand deep dark secret information? make mystery supposed carry secrecy? truth stay buried keep evidence alive give information would need manage it? left dark secret would wait damned evidence asked cop friend letting guy go?! whatever terrible script makes sense bother sorry simon sorry lily
tt7923220,predictable understand laurens motivations actions spends life energy prove dad wrong get inkling approval im sure people say plot holes simons character punished fate worse death lauren finds evil dad committed feels needed right wrong day age seems like people always looking tear movies apart least one ending lauren trying stay true self-imposes convictions wanting believe achieved story someone wrote people watching movie honestly plot holes hard believe story yes watch movies entertained escape life couple hours maybe people jaded day age knows think worth look could way worse
tt7923220,lauren elizabeth monroe (lily collins ) hard-nosed city da going wall street cheats many associates father (patrick warburton) brother william (chace crawford) running congress union payoff issues endorsement allegations father passes away lauren inherits simon pegg chained hidden bomb shelter point leave mind door enjoy interaction secrets reveals lauren debates release production ends couple twists one would expect hack writer ruined everything clever done many films spoiler: luke
tt7923220,enjoy film degree like mystery-thriller mystery one unravels well delivers satisfyingly slow-burning eerie tension throughout theres couple issues theyre pretty big ones:
tt7923220,actually enjoyed movie part even though idea someone spent years hole pretty far fetched two main actors lilly simon carried film watchable event sure one best thrillers seen better new thriller movies seen lately demand five stars film stars two actors:-)
tt7923220,inheritance initially intriguing turns uninspired unevoking underwritte
tt7923220,flawless film b-grade film matthew kennedy wrote story screenplay - first ever quite impressive amateur writer minor plot technical issues min runtime point pacing held interest kept suspense directing score decent cinematography great cast performed excellent especially pegg felt lily collins right casting choice; performance excellent although years old right start film young teenage look convincing fierce da nevertheless enjoyable drama/thriller id recommend especially considering slim-pickings films available corona virus well deserved
tt7923220,movie shy spoof evil character center positioned hes like robert de niros character cape fear something really story unfolds entirety turns hes rotten guy terrible thing years ago *whomp whomp* okay yes theres twist final scene see mile away lacks kind oh gosh factor
tt7923220,premise illogical would laurens father bequeath man dungeon without informing pure evil must never released? dismiss entire movie premise illogical
tt7923220,lauren main character also da made lawyer making decisions stupidly example making huge decision would figured would waited got information late thats mean lazy writers took easy way instead really figure away true reality
tt7923220,ill jump right theres many plot holes premise father dies leaves behind inheritance bloke whos held captive years story basically trying find etc
tt7923220,high hopes blue moon netflix showed something watchable nope another absolutely unbelievable b movie horrible unsympathetic lead actress mean would anyone go cops finding man chained bunker? still wants chained showing proof role unbelievable mean grab gun get away? really? script laughable lead actor plays decent role
tt7923220,disappointing thing inheritance ratings gets imdb seriously underrated im used first time completely disagree ratings fact lot movies score find entertaining whilst highly rated movies rather boring watch inheritance interesting story suspense building entire movie good acting simon pegg lily collins well rest cast one mystery movies keep guessing happened one know something odd stay eager find really get people like movie sometimes see movie going suck watching couple minutes amateurism oozes beginning inheritance immediatly opposite reaction couple minutes clearly see cinematography going good good story acting made slightly entertaining normal good movie cant really go wrong movie like mystery thrillers
tt7923220,film least good story simon pegg performance wasnow really acting saved film even bigger disaster stole every scene inlilly collins hand way unconvincing characteri mean give solid performance character lacked depth personalitystory also place mixture funny moments dramatic situations wasnt goodending plot twists also uneffective felt like wanted shock viewers every means necesereybut failed endcause tried way hard kind filminheritance film worthy watch pegg performancerest film rather unorginized
tt7923220,"im confused father would leave vague message da daughter zero details
the whole story bad im mad trying find logic mess"
tt7628504,udity n locations thats
tt7628504,horrible dialogue lousy acting amateurish direction meat cleaver editingthis trainwreck back single second garbage worth watching id like rental fee time back
tt7628504,twist movie stupid actually whole movie stupid! guy loses job goes hitchhiking actual reason comes upon random cottage women live asks flask filled water dinner woman starts acting crazy says crazy know crazy wrong turn anyway chains guy basement sex apparently revenge random men raped sister twist psychiatric patient guy went hitchhiking reason doctor imagining thoughts transferred ambulance asylum assume help thoughts injection nearby manages subdue men ambulance escapes finishes whole movie even know made released like good lol
tt7628504,many disturbing things film megan seems turn female version chucky better fashion sense acting almost cast way par painful watch fact two good thing movie allison williams bruce curious hired casting director persons decision making skills reevaluated like casted ronny chieng david? mr chieng follow new career path found wanting megan kill watch attempt act give movie two thumbs allison williams two thumbs
tt7628504,watched movie spoil movie reviewing youtube channel (cedtalks entertainment) coming days
tt7628504,worth watching would watch actors well one would consider weak link movie invokes emotion captures immediately ride like element surprise predictable modern day touch mixed real time dialect nice cheesy corny moment hoping sequel updated software megans released see different variations
tt7628504,expected movie bring joy life instead brought nothing tears disappointment anount dissatisfaction movie given unforgiving must give move distasteful review due bad plot bad storyline wanted watch transformers would watched instead instead end watching obsessive doll try become mommy little ungrateful b*tch give movie movie worse childhood believe movie could lot better director influenced transformers
tt10886166,honestly know thought movie would good idea complete train wreck multiple reasons
tt10886166,even know start look nothing straight porn plot ridiculous chemistry two leads nonexistent acting even worse trust say watch fast forward horrible!
tt10886166,mobster woman hes never met kidnapped awakens drug given knock informs shell living prisoner days period fallen love says hell let go weird rape fantasy ends proving end woman want dominated abused forced sex slave man sexy hot
tt10886166,plot speak dialogue disjointed storyline disjointed ending joke kid watching things
tt10886166,"probably worst movie ive ever seen
the dialogues main characters unbelievably cringy plot literally make sense watch movie unless wanna waste hours life give movie (probably) star rating"
tt10886166,hardly qualifies film basically porn random cringey lines scenes stringed together actors hardly even called direction amateur film essentially romanticizes kidnapping rape ashamed truly bottom barrel
tt10886166,rip fifty shades grey plot character development place things make sense ending horrible wheres hours gone?
tt10886166,wow wowim shock bad film every possible way movie making industrythis actually big insult every person ever movie planning make oneeverything horrible hereacting one worsest ever sawlines dialogue horrible beginning till endstory awful hideous waysand movies entire premise message disgusting wrong think director film pay punishment making abominationseriously screw film hell belongs every crap realesed yeardont watch film hate
tt10886166,girls boyfriend wears cargo short pants birthday red flag know
tt10886166,ever seen horrible movie entire life concept acting scenes basically everything wrong movie
tt10886166,movie porn karens think theyre good watch actual porn watch ridiculous rape-fantasy garbage instead (another example shades grey) course filmmaking wise insult everyones intelligence worst production ive ever seen cant believe netflix paying money stream ive seen pornos legitimately better films
tt10886166,"ew low netflix
horrendous acting script everything!
how desperate content show trash?
shame netflix!"
tt10886166,laura warsaw boyfriend head sicily holiday meets massimo young leader local mafia family immediately smitten kidnaps takes back estate holds captive gives days fall love
tt10886166,stupid worthless toxic story line glorification relationships sole role woman slave fulfill desires harsh egotistic rich male character
tt10886166,happens script porno think you know what? bet make sex scenes less explicit turn theatrical movie keep awful dialogue disgusting kidnaping plot tasteless even desperate porn studios expect one notice
tt10886166,horrible movie understand top list netflix? crazy created account review horrible movie agree bad ratings users posted im sure think women want guess would consider like every womans wet dream? theres plot dialogue terrible sure women like dominated time time extreme guy even sweet gentle claims sweet gentle gets feel like thats kind backwards felt like watching porn thats enjoy main actress think stunning found funny kept putting low cut black dress hair *spoiler* came ball scene expected even beautiful transformation flashy dress hair done nope stuck style wearing another *spoiler* falls love falling love with? done anything redeeming redeeming quality confuse lust good sex love
tt10886166,cringe levels runeth english almost bad plot want watch movie drinking game cringe? take shot dude wasted end
tt10886166,italian/polish version shades crack falls love captor gets married months pregnant?? best view scenery background including guys ass closeups
tt10886166,laura attractive ball-busting polish hotel executive fights corner board meetings goes home slobbish partner collection dildos massimo gangster - young sexy kind: hes described a body sculpted god dick sculpted devil (which pretty erotic line viewer unwillingly starts picturing said protuberance horns little pointy beard) caught fleeting glimpse laura years obsessed ever since massimo delighted discover holidaying native sicily promptly kidnaps tells hold days attempting make fall love
tt10886166,"believe stars reviews wanker friends cast crew
there way person earth enjoyed movie; let alone thought star film
it truly unbelievable movie managed get released
it honesty really really bad
terrible awful crap
one worst films ever see"
tt10886166,"one worst stupid movies time
bad story really bad dump characters"
tt10886166,simply stupid movie ive ever seen!!! stories actings!
tt10886166,mrs wanted watch even turned half hour cant fully express awful frankly offensive movie makes shades look good abomination movie
tt10886166,etflix show movie? watched sequences badly acted definitely promoting violence women thats big
tt10886166,implore waste time watching honestly thing worse garbage film soundtrack saw reviews movie thought oh sounds like silly bad movie fill afternoon nope bad awful actually painful watch times say stupid
tt7126948,first one fun well played sequel total misfire follows trend women alpha characters portraying men either weak stupid simply lazy effort except couple scenes hilarious over-the-top acting pedro pascal found nothing straight-to-dvd writte
tt7126948,sequel turns surprisingly poor affair suffering usual problems like slow pacing reliance cheesy humour overlong running times always seem mar modern superhero movies characters back new setting (not feels aside satire greed copied wall street) almost action-free cgi fights purely rote even worse were saddled lamest villain superhero movie form pedro pascal; hes imposing mildly amusing ending real damp squib could get wrong money behind it?
tt7126948,first film outstanding exciting fun apart looking amazing depth
tt7126948,success wonder woman expect lot dc fans (and gal gadot fans) wishing bigger even better sequel beautiful amazonian princess well theyve got bigger sequel wanted better? nope trickster god dolos seems pulled another fast one: one terrible scene another film destined cult following perhaps purely awful
tt7126948,ive eagerly waiting made great lunch christmas eve leftovers sat - ready great movie
tt7126948,first loved first movie looking forward sequel said disappointing convoluted mess like train wreck dumpster fire baby baby puked puke became movie seriously thinking script? many talented actors much wasted potential
tt7126948,othing really seem like contrived cold war usa russia usa ussr! ussr dissolve jeez even ancient history couldve asked anyone
tt7126948,"movie really bad points worst action hero movie ever bad redeeming qualities there
firstly bad story silly wish premise weak wears thin fast careful wish even movie simplistic premise gets overblown end writers really bad job beyond low mentality cliched things really fi le long winded scenes many scenes could cut half keep momentum going overlong competition beginning almost every scene could trimmed quarter
the good gal gadot watchable likeable - could read phone book would pedro pascal narcos villain looks quite different - good big movie kristen wiig remarkable transformation character quite watch lynda carter
the cast good cant save bad story chris pine looks bit production values fine - big budget movie cinematography good"
tt7126948,recently pleasure displeasure either way sat thru watching trash wondered hell would end hours minutes later creeped end wait end easter egg made horrible terrible movie littles less trashy
tt7126948,good director mean capable storyteller/screenwriter fault actors story script bunched carpet riddled holes rushed telling timeline fit wws dcu appearances (ie tells batman current day/decades events film disappeared stayed hidden exactly happens lazy plot device requires absolutely detective work heroine (barbara one research scene delivers need know one scene dialogue condensed one phone call; diana finds main villain almost immediately driving road) illogical/tired trope decisions transparently made cheap reactions (barb nerd complete glasses able walk heels dropping things; steves outfit montage) wws powers place (she loses steve unexpectedly discovers power first ww film defeats ares god war revoking wish film regain powers cant stand ground wind created human absorbed powers little trinket another god created kicks/laughs) consequences main villain end - completely decimates original lesson beginning cheating gain earned bad movie lost steve brought back another mans body why? stone powerful manifest instead poor dude probably got fired showings days got dumped girlfriendetc way diana steve take persons apartment life concern strange concerning completely character theres much cheetah looking nothing like comics much damage able supposedly indestructible armor explanation entire population world would remember events movie why/how ill stop heard theres third film works - hope learn mistakes
tt7126948,writer producer director patty jenkins really give movie feminine/soap opera touch destroyed everything movie could first ww movie great patty write one sequel worthless wondering watching drama action hero franchise first movie far long dialogues pointless boring skip ease story complicated action effects good worth time watch still well made much action scenes look demographic votes see girls years ones love movie warning given movie: see movie teenage girl
tt7126948,entertaining unfortunately good dc films (or generally films superhero genre)
tt7126948,wonder womans powers pretty unclear dceu thus far movie help things fact wonder woman kind makes abilities everyone plot plus characters really talk seem trying dispense profound fortune cookie messages truth hope desire messy overly long movie half-baked plot thats covered bright & colorful frosting
tt7126948,finally figured movie called wonder woman thats takes inspiration pre-marvel cinematic universe superhero movies adaptions comics name im looking supergirl came
tt7126948,wonder woman wonderful
tt7126948,background ww youth story seemed artificially seen-before-unlikely creative interesting
tt7126948,pros
tt7126948,follow-up chapter wonder woman ninth instalment dc extended universe wonder woman devoid everything refreshing original poorly envisioned shoddily scripted & lazily directed film neither heart honesty predecessor bland banal & bloated mess thats marred soulless drama insipid action cartoonish effects & lame performances
tt7126948,gonna long one go
tt7126948,year reason diana(gadot asked carry lot movie shoulders sadly us depth) still misses steve trevor(pine charming ever given less last time) think misses people family home country guy knew week years ago whatever one day mysteriously returns number people wishes granted something like happen without serious consequences? possible include moral message without getting extremely condescending?
tt7126948,colorful lots money spent kristin wiig masterpiece miscasting funny; scary great costume whole plot vehicle resurrect chris pine real chemistry made lines endearment quite awkward embraces seemed forced usual tropes: ww loses powers suspense; plays spiderman holds two vehicles apart nothing new gad gadot proves glamour model poses well cant act still - entertainment vacuum good movies watch distracted two half hours
tt7126948,low expectations dc movies delightfully surprised falls flat face mins never gets upor even tries!! felt rushed production (definitely watch speed) boring action action started fake distracting gadot pascal try maybe moments suck wiig waswell exactly would expect action film villai
tt7126948,expert comic books expect comic book movie striking visual stereotypical consistent past planned future neither these! awful random movie made students really bad film made major studio starring talented people much material draw inspiratio
tt7126948,warner brothers hell bent destroying potential gold mine dc franchise thought finally sorted ww aquaman normality resumes movie terrible everything story dialogue acting cgi sell franchise another studio give us dc fans break
tt7126948,find film long boring build take far long scenes drag powerful touch original
tt7126948,sequel wonder woman rescheduled time time emergence cinemas limits finally released however also streamed hbo max made say cinemas may thing past
tt7126948,actually enjoy movie wonder woman quite bit definitely looking forward movie writers patty jenkins geoff johns dave callaham
tt7126948,embarrassed cast crew keep watching trying find someone something scene character praiseworthy find balance nada
tt7126948,agree review utter disappointment also read washington post article really getting whatever wanted said sad commentary turned characters props settings ridiculous kristen wiig injects one babbling snl characters first scene super villian even comic relief strong empowered woman encourages women use powers? magic lasso diana might well sat desk museum flicked fro since appeared infinite length time around placing film memories might work coppola scorsese ones sense history needs able look past develop view president supposed reagan surely could found someone actually resembled much memories scenes injured defeated ww way drawn computers day beginning go beyond pixelated pictures technology day would able broadcast world gal gadots talents never realized involved enough beyond window dressing attention spent sets locations disappointment release streaming theatre distribution although love theaters (i spent yrsin movie business) live reopened yet streaming terrible stop stutter freeze fortunately movie bad pauses relief wonder bill diehl roger ebert would say im glad watched credits believe many people listed lynda carter made appearance seconds joy hours
tt7126948,long slow quite uninteresting absolute ton plot holes dc destroy another movie gal gadot forget act? waste time
tt7126948,one worst movies waited patiently film release dismayed saw action dull acting wooden dialogue sounds like written first time writer love cliches movie filled roll eyes superman v batman far superior film director patty jenkins really dropped ball first film much better blows mind movie directed person directed first one think right decision split release digital theatrical going make profit back theatrical release let alone demand recommend movie id advise wait free tv year bad pains critical wonder woman im huge fan however im fan director cant even make decent sequel director going direct star wars rouge squadron love gal gadot check movie hard pass
tt7126948,mind premise executed poorly
tt7126948,first ww movie amazing! clearly demonstrated woman super hero strong smart funny easily hold male counterparts monumental step forward super hero movies women general wait sequel disappointing see direction mrs jenkins took character ww movie represents displays stereotypical cliches many serious actresses worked years dispel first ww badass fought passion evil stood convictions pining lost love (because know woman lost without man right?) winking little kids fights campy bad guys literally tripping get caught female supporting cast much better kristen wiig embodiment fra led clingy stereotype went style movies years ago strong women (connie nielsen amd robin wright) gone first minutes left weak campy garbage ww first film christian bales batman get adam west batman disappointment
tt7126948,movie audiences cheering! theres excuse much mess entire movie wonder woman colorful cost fortune - movie fun? unfortunately bad uninspired storytelling
tt7126948,long winded quite soppy found getting quite bored really sure movie trying drama love story maybe action scenes disappointed
tt7126948,hire jenkins single-handedly wrote directed worst superhero film history super hero films theres close second longest waste time watching sappiest superhero movie
tt7126948,"ww film absolutely brilliant ticks farmers dog book truly saddens maddens polar opposite script weak classed highly vulnerable plot holes kitchen colander characters believable career politician
i love opening island scene girl actress playing young diana superb apparently non-cgi stunts went downhill faster illiterate skier passing warning - cliff ahead sign
i go detail failings bus catchin week think reveal favourite jaw-dropping line film without spoiler"
tt7126948,gosh first film amazing almost feel like sequal piss poor script film felt budget well feel like superhero films like avengers expect lot eye catching exciting moments glimpses comedy built touching scenes lacked tries hard emotional still fails watch three separate days kept falling asleep villain dorky cliche relationships touchy moments move im emotional kinda guy hours film two brief action scenes take place frustrating watch rest boring dialog bad character development cliche characters top ending also extremely anti climatic
tt7126948,went looking single review excited finally see movie theaters year man really sucked though
tt7126948,washington dc diana prince (gal gadot) fights crime wonder woman day works smithsonian institution befriends bumbling newcomer barbara minerva (kristen wiig) diana terribly lonely pining lost love steve trevor (chris pine) fbi needs minerva identify stolen artifact turns wishing stone diana wishes steve barbara wishes like diana eager tv huckster maxwell lord (pedro pascal) searching stone decides unusual wish
tt7126948,wonder woman action - fantasy movie sequel wonder woman watch another adventure wonder woman tries save humanity faces two new villains plans many ambitions change world
tt7126948,first wonder woman film came quickly became cultural touchstone female-centric superhero film directed woman heart movement simply damn good superhero flick well pulling back dc cinematic universe burned time time zack snyder material excited see sequel would build upon initial franchise success short: fact mind-boggling turn events almost nothing even remotely respect enjoy
tt7126948,settle zack synder seeing tonight never watch anything patty jenkins name pedro pascal awful awful kingsman hes cringeworthy cartoonish mess good director would reigned please keep prince oberyn movies want see kristen wiig well rewatch bridesmaids hollywood please stop casting kristen wiig badly miscast looks uncomfortable lost please stop resurrecting steve trevor gal gadot likeable gorgeous strong lead deserved better movie overindulgent bloated chaotic mess wow unbelievably bad
tt7126948,fifteen minutes movie ive writing review im watching movie know miss anything even ww series linda carter less campy movie bad really enjoyed first wonder woman matter fact think stop watching go rent ww series
tt7126948,film dribble absolutely love kristen wiig / agent asleep behind wheel agreed give talent hope paid much p script horrendous know superhero movies fantasy one outrageous spent lot visuals impressive still magic stone common skimpy dressed poorly acted female protagonists surely cant world needs honestly longer film goes worst gets set purpose besides lowest common denominator jokes outfits like superhero movies lot film sucked plot long winded sappy acting fell short even though good actors weird think films like exist ill watch many superhero films especially tim burtons batman never watch recon skip
tt7126948,lets kid wonder woman cinematic classic compared second outing gal gadot starring patty jenkins directed hit looks like citizen kane superhero films
tt7126948,predecessor turkey good watch great curious considering written principle author large fall-off mainly due chopped stupid disjointed hokey story tries rely dumb wish-master premise thats done direction bad dialog sometimes laughably bad scenes place bad way movie feels like gone re-writes bad way happens ideas become dime dozen - grasping straws many writers become hamstrung
tt7126948,greetings darkness key elements make wonder woman appealing smart nice dedicated good grounded history use powers makes sense (in comic book kind way) holds true filmmaker patty jenkins sequel blockbuster wonder woman one work well one falls short? easy question answer though could simple wrong target
tt7126948,sat son really looking forward seeing opening sequence decent might add ended mall sequence oh looks look said this terrible agreed movie mess bad cgi story thats place much two different points wanted shut talked ledge determined finish matter known make bad decisions
tt7126948,bad reviews figured maybe people drama llamas really bad - actually worst mean feel like group teens got together wrote school project - plot well absent hope make one redeem characters bit deserve
tt7126948,without question one worst films seen life -- paint-by-numbers approach screenwriting people clearly cant count one two without getting lost saddest aspect kristen wiig utterly wasted character engaging early filmmakers seem idea sort character want waste time money
tt7126948,disaster movie every aspect movie pure garbage
tt7126948,joke movie like watching made tv childrens movie bad editing bad cgi bad script plot ridiculous
tt7126948,saw review posted full text gone even readable account purging negative reviews buy terrible movie!! worth hrs time
tt7126948,visually stunning movie doubt good cgi work great action coordination loved costumes gadot wiig however concept almost laughable times main villain nothing bumbling idiot running around granting wishes things movie set one greatest music decades ever nod one heavily altered version xanadu missed opportunity
tt7126948,longer worst modern superhero film superman iv: quest peaceyou also take cleansing breath
tt7126948,compared original movie made surprise hit summer box office set flick confusing plot bad cgi hardly lot music score almost sounds like final fantasy video game
tt7126948,wonder wouldve like hour shorter
tt7126948,wonder woman suffers similar issues predecessor make good first impression opening honestly pretty rough though initial action scene enjoyable moments first sequence properly showcases eponymous hero really unconvincing possibly worst one entire affair thankfully second act considerably better first decent chunk film solidly entertaining little slow (people prefer see diana costume might bit disappointed) perfectly fine features quite compelling scenes perhaps surprisingly best elements characters theme though often heavy-handed flick good job exploring interesting central concept actually rather resonant gives characters something struggle internally pedro pascal kristen wiig probably movies best aspects; characters distinct unexpected surprisingly believable pascal especially delight watch charming greedy businessman whose initially calm exterior slowly breaks course story unlike predecessor movie manages successfully - ill add satisfyingly - see theme logical conclusion unfortunately films quality drops significantly moves final act fairly forced heel turn affair struggles balance human (though still overblown) stakes superhero action feels though final cgi-fuelled fight included pressure confirm genre finales actual conclusion brings things back relatable level damage done still terrible sequence conclusion actually shockingly effective shockingly effective pictures denouement tacked-on ending (clearly reshoot added due pieces pushed-back december release) genuinely terrible hallmark-esque moment straight-up seems like life-affirming commercial like beer something bad almost sours entire feature; really remind scene represent quality overall thing mean sequences look sound even feel made tv (and one annoyingly uses john murphys theme sunshine nothing comes close cringe last pre-credits scene overall film mixed bag things better predecessor maintain consistent theme provide compelling villains also things much worse even best generally entertaining however bad picture means frankly heavy criticism levelled towards bit excessive
tt7126948,first minutes see child diana great performance kind olympic games amazons well promising enough things change see five minites adult wonder woman saving shopping mall despite nonsense action scenes lasso seemed movie would vintage old-school superhero approach could also interesting however real film began would end: embarassing silly soap opera poor script lot pf shallow self-help inconsistent superpowers magic villains ridiculous idea dianas dead lover possessing another man even much worse! script cheesy worst cliché romantic comedies also quite lazy evil rock desires makes obvious cheetahs uprising invisible plane everything bad unintelligent explanation story simply explained weird flight (was supergirl?! hawkgirl?! thought wonder moman movie!) resume: awful blockbuster gal gadot also looks better superpower action full cgi actually acting
tt7126948,set not? hard tell inconsistent set costumes disposable coffee cups like gas station starbucks around era kristen wiig shines always
tt7126948,"movie could easily lose half hour help much main story ok writing quite inconsistent pace terrible first action scene movie drags one hour showing long silly boring scenes character coming going nothing
when main events unfold quite mess characters keep running around like headless chicken
the action impressive nothing new see
many things make sense even want start thinking plotholes
quite mess movie good moments definitely good movie"
tt7126948,enjoy good one film noir precode really preferred genres perspective think movie nearly bad everybody says
tt7126948,release real one alredy get prank funny want worthy wonder woman sequel peomised
